panel_row,panel_col,panel_title,cell,layer,head,mean_abs_eta
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,9,0,0.07543942332267761
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,9,1,0.05318307876586914
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,9,2,0.07013402879238129
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,9,3,0.11346748471260071
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,9,4,0.08263438194990158
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,9,5,0.09619449079036713
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,9,6,0.08958226442337036
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,9,7,0.12360193580389023
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,10,0,0.049524977803230286
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,10,1,0.09543107450008392
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,10,2,0.0807759165763855
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,10,3,0.09683258831501007
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,10,4,0.06611458957195282
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,10,5,0.1577172726392746
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_rse_depth_viscosity_seed42,10,6,0.053794220089912415
